;title_lemma;title_pos
60105927;[('search', 46), ('model', 45), ('collision', 45), ('analysis', 44), ('study', 43), ('system', 41), ('pp', 38), ('tev', 37), ('measurement', 36), ('energy', 35), ('new', 33), ('effect', 30), ('design', 28), ('approach', 28), ('experiment', 27), ('kloe', 24), ('production', 23), ('treatment', 23), ('√s', 23), ('process', 22), ('decay', 22), ('performance', 21), ('use', 21), ('state', 20), ('role', 20), ('test', 19), ('event', 19), ('boson', 18), ('behavior', 17), ('network', 17)];[(('search', 'NN'), 46), (('collisions', 'NNS'), 45), (('analysis', 'NN'), 42), (('study', 'NN'), 38), (('energy', 'NN'), 34), (('new', 'JJ'), 33), (('measurement', 'NN'), 28), (('tev', 'NN'), 27), (('design', 'NN'), 26), (('approach', 'NN'), 26), (('model', 'NN'), 26), (('production', 'NN'), 23), (('treatment', 'NN'), 23), (('system', 'NN'), 22), (('√s', 'VBP'), 21), (('performance', 'NN'), 20), (('role', 'NN'), 20), (('systems', 'NNS'), 19), (('effects', 'NNS'), 18), (('using', 'VBG'), 17), (('events', 'NNS'), 16), (('case', 'NN'), 16), (('development', 'NN'), 15), (('data', 'NNS'), 15), (('evaluation', 'NN'), 14), (('risk', 'NN'), 14), (('numerical', 'JJ'), 14), (('detector', 'NN'), 14), (('experiment', 'NN'), 14), (('pp', 'NN'), 14)]
60107210;[('patient', 611), ('study', 495), ('cancer', 323), ('disease', 274), ('treatment', 220), ('clinic', 217), ('covid', 214), ('surgery', 206), ('outcome', 186), ('cell', 182), ('therapy', 169), ('analysis', 153), ('trial', 148), ('carcinoma', 141), ('italian', 129), ('result', 127), ('colon', 119), ('risk', 114), ('impact', 114), ('multicenter', 111), ('metastasis', 107), ('management', 102), ('liver', 101), ('tumor', 100), ('use', 100), ('versus', 97), ('review', 93), ('safety', 92), ('phase', 89), ('diagnosis', 87)];[(('patients', 'NNS'), 565), (('study', 'NN'), 465), (('cancer', 'NN'), 302), (('disease', 'NN'), 225), (('clinical', 'JJ'), 211), (('treatment', 'NN'), 202), (('therapy', 'NN'), 151), (('analysis', 'NN'), 146), (('surgery', 'NN'), 134), (('italian', 'JJ'), 127), (('results', 'NNS'), 126), (('carcinoma', 'NN'), 126), (('covid', 'NN'), 117), (('trial', 'NN'), 113), (('risk', 'NN'), 104), (('management', 'NN'), 102), (('impact', 'NN'), 98), (('cell', 'NN'), 96), (('safety', 'NN'), 92), (('review', 'NN'), 85), (('outcomes', 'NNS'), 81), (('systematic', 'JJ'), 80), (('prospective', 'JJ'), 80), (('phase', 'NN'), 79), (('multicenter', 'NN'), 77), (('hepatocellular', 'JJ'), 76), (('efficacy', 'NN'), 76), (('severe', 'JJ'), 74), (('case', 'NN'), 74), (('role', 'NN'), 73)]
60109537;[('innovation', 30), ('model', 25), ('management', 24), ('italian', 24), ('analysis', 21), ('knowledge', 21), ('performance', 20), ('system', 16), ('impact', 16), ('role', 15), ('smes', 15), ('firm', 15), ('technology', 14), ('digit', 14), ('social', 13), ('network', 12), ('perspective', 12), ('city', 12), ('environment', 11), ('sustainability', 11), ('entrepreneur', 11), ('approach', 11), ('evidence', 11), ('covid', 11), ('capital', 11), ('process', 10), ('use', 10), ('risk', 10), ('enterprise', 10), ('effect', 10)];[(('innovation', 'NN'), 26), (('italian', 'JJ'), 24), (('management', 'NN'), 22), (('analysis', 'NN'), 20), (('performance', 'NN'), 19), (('knowledge', 'NN'), 18), (('role', 'NN'), 15), (('digital', 'JJ'), 14), (('social', 'JJ'), 13), (('model', 'NN'), 13), (('smes', 'NNS'), 12), (('firms', 'NNS'), 12), (('evidence', 'NN'), 11), (('capital', 'NN'), 11), (('technology', 'NN'), 10), (('sustainable', 'JJ'), 10), (('empirical', 'JJ'), 9), (('open', 'JJ'), 9), (('small', 'JJ'), 9), (('approach', 'NN'), 9), (('impact', 'NN'), 9), (('corporate', 'JJ'), 9), (('environmental', 'JJ'), 8), (('green', 'JJ'), 8), (('emerging', 'VBG'), 8), (('systems', 'NNS'), 8), (('system', 'NN'), 8), (('business', 'NN'), 8), (('entrepreneurial', 'JJ'), 8), (('study', 'NN'), 8)]
60112425;[('la', 79), ('de', 59), ('di', 26), ('del', 26), ('en', 26), ('el', 19), ('church', 13), ('law', 11), ('una', 10), ('della', 9), ('culture', 8), ('theology', 8), ('«', 8), ('»', 8), ('human', 7), ('il', 7), ('un', 7), ('thomas', 6), ('work', 6), ('relation', 6), ('god', 6), ('good', 6), ('analysis', 6), ('nel', 6), ('freedom', 5), ('religious', 5), ('aquinas', 5), ('dei', 5), ('moral', 5), ('como', 5)];[(('la', 'FW'), 47), (('de', 'FW'), 41), (('di', 'NN'), 21), (('de', 'IN'), 18), (('del', 'NN'), 15), (('la', 'NN'), 13), (('en', 'IN'), 13), (('church', 'NN'), 11), (('en', 'FW'), 10), (('del', 'FW'), 9), (('el', 'FW'), 9), (('una', 'JJ'), 9), (('della', 'NN'), 9), (('law', 'NN'), 7), (('human', 'JJ'), 6), (('la', 'VBP'), 6), (('good', 'JJ'), 6), (('un', 'JJ'), 6), (('analysis', 'NN'), 6), (('freedom', 'NN'), 5), (('religious', 'JJ'), 5), (('thomas', 'NN'), 5), (('moral', 'JJ'), 5), (('»', 'NNP'), 5), (('il', 'NN'), 5), (('el', 'NN'), 5), (('god', 'NN'), 5), (('social', 'JJ'), 5), (('cultural', 'JJ'), 5), (('christian', 'JJ'), 4)]
60134846;[('study', 73), ('effect', 70), ('model', 46), ('patient', 46), ('analysis', 41), ('performance', 36), ('player', 34), ('italian', 31), ('exercise', 29), ('test', 29), ('cognition', 29), ('young', 28), ('train', 28), ('system', 25), ('approach', 24), ('use', 23), ('response', 23), ('disease', 23), ('assessment', 22), ('covid', 22), ('experiment', 22), ('disorder', 19), ('motor', 19), ('therapy', 19), ('new', 18), ('age', 18), ('physical', 18), ('muscle', 17), ('structure', 17), ('different', 16)];[(('study', 'NN'), 69), (('patients', 'NNS'), 43), (('effects', 'NNS'), 42), (('analysis', 'NN'), 39), (('players', 'NNS'), 32), (('italian', 'JJ'), 31), (('performance', 'NN'), 31), (('model', 'NN'), 30), (('effect', 'NN'), 28), (('young', 'JJ'), 28), (('cognitive', 'JJ'), 27), (('exercise', 'NN'), 24), (('approach', 'NN'), 22), (('experimental', 'JJ'), 21), (('therapy', 'NN'), 19), (('new', 'JJ'), 18), (('using', 'VBG'), 18), (('motor', 'NN'), 18), (('physical', 'JJ'), 17), (('training', 'NN'), 17), (('assessment', 'NN'), 16), (('different', 'JJ'), 16), (('psychological', 'JJ'), 16), (('body', 'NN'), 16), (('disease', 'VBP'), 16), (('reliability', 'NN'), 16), (('system', 'NN'), 16), (('soccer', 'NN'), 15), (('disorder', 'NN'), 14), (('trial', 'NN'), 14)]
60134847;[('analysis', 45), ('italy', 32), ('model', 31), ('study', 27), ('effect', 25), ('area', 24), ('fermi', 22), ('soil', 21), ('gammaray', 21), ('masonry', 20), ('cancer', 20), ('large', 19), ('source', 19), ('data', 18), ('structure', 18), ('use', 15), ('assessment', 15), ('risk', 15), ('process', 15), ('region', 15), ('telescope', 15), ('observation', 14), ('patient', 14), ('composite', 13), ('fermilat', 13), ('approach', 12), ('seismic', 12), ('environment', 12), ('case', 11), ('heat', 11)];[(('analysis', 'NN'), 44), (('study', 'NN'), 22), (('masonry', 'NN'), 20), (('area', 'NN'), 20), (('large', 'JJ'), 19), (('cancer', 'NN'), 19), (('italy', 'NN'), 18), (('data', 'NNS'), 18), (('gammaray', 'NN'), 16), (('model', 'NN'), 16), (('telescope', 'NN'), 15), (('observations', 'NNS'), 14), (('effects', 'NNS'), 14), (('assessment', 'NN'), 13), (('risk', 'NN'), 12), (('patients', 'NNS'), 12), (('using', 'VBG'), 12), (('case', 'NN'), 11), (('effect', 'NN'), 11), (('seismic', 'JJ'), 11), (('italian', 'JJ'), 11), (('sources', 'NNS'), 11), (('treatment', 'NN'), 10), (('evaluation', 'NN'), 10), (('fermi', 'VBP'), 10), (('fermilat', 'JJ'), 10), (('soils', 'NNS'), 10), (('approach', 'NN'), 9), (('anaerobic', 'JJ'), 9), (('process', 'NN'), 9)]
60136210;[('search', 191), ('neutrino', 140), ('result', 132), ('model', 121), ('gravitation', 114), ('detector', 114), ('wave', 112), ('cosmos', 102), ('experiment', 99), ('data', 98), ('system', 92), ('energy', 90), ('planck', 89), ('dark', 87), ('matter', 79), ('equation', 76), ('ray', 76), ('use', 74), ('gravity', 74), ('galaxy', 74), ('advance', 73), ('analysis', 68), ('cosmology', 67), ('decay', 64), ('ligo', 60), ('gravitationalwave', 59), ('observe', 59), ('city', 58), ('run', 58), ('binary', 58)];[(('search', 'NN'), 158), (('results', 'NNS'), 125), (('gravitational', 'JJ'), 113), (('data', 'NNS'), 93), (('cosmic', 'JJ'), 89), (('energy', 'NN'), 78), (('matter', 'NN'), 78), (('gravity', 'NN'), 74), (('detector', 'NN'), 74), (('waves', 'NNS'), 73), (('using', 'VBG'), 69), (('experiment', 'NN'), 68), (('analysis', 'NN'), 67), (('model', 'NN'), 64), (('dark', 'JJ'), 62), (('advanced', 'VBD'), 59), (('system', 'NN'), 55), (('neutrino', 'NN'), 55), (('decay', 'NN'), 51), (('black', 'JJ'), 49), (('planck', 'NN'), 48), (('equations', 'NNS'), 47), (('observatory', 'NN'), 46), (('galactic', 'JJ'), 46), (('binary', 'JJ'), 46), (('new', 'JJ'), 44), (('observing', 'VBG'), 44), (('gravitationalwave', 'VBP'), 43), (('emission', 'NN'), 42), (('ray', 'NN'), 40)]
60196832;[('patient', 78), ('study', 70), ('clinic', 41), ('covid', 34), ('italian', 34), ('analysis', 26), ('treatment', 25), ('disease', 23), ('cell', 22), ('surgery', 21), ('year', 21), ('use', 21), ('impact', 20), ('outcome', 20), ('risk', 19), ('effect', 19), ('disorder', 19), ('implant', 19), ('model', 17), ('aorta', 17), ('health', 16), ('evaluation', 16), ('syndrome', 16), ('retrospective', 16), ('case', 15), ('human', 15), ('response', 15), ('hiv', 14), ('valve', 14), ('metabolism', 14)];[(('patients', 'NNS'), 72), (('study', 'NN'), 68), (('clinical', 'JJ'), 41), (('italian', 'JJ'), 34), (('analysis', 'NN'), 25), (('treatment', 'NN'), 24), (('health', 'NN'), 16), (('aortic', 'JJ'), 16), (('impact', 'NN'), 15), (('covid', 'NN'), 15), (('cells', 'NNS'), 15), (('disorder', 'NN'), 15), (('human', 'JJ'), 14), (('evaluation', 'NN'), 14), (('risk', 'NN'), 14), (('expression', 'NN'), 13), (('case', 'NN'), 13), (('effects', 'NNS'), 13), (('response', 'NN'), 13), (('year', 'NN'), 13), (('model', 'NN'), 12), (('valve', 'NN'), 12), (('implants', 'NNS'), 12), (('covid', 'JJ'), 11), (('women', 'NNS'), 11), (('cohort', 'NN'), 11), (('international', 'JJ'), 11), (('infection', 'NN'), 10), (('disease', 'NN'), 10), (('care', 'NN'), 10)]
60199653;[('patient', 61), ('heart', 60), ('failure', 56), ('study', 46), ('association', 37), ('disease', 31), ('risk', 27), ('european', 24), ('hiv', 22), ('effect', 19), ('greece', 17), ('syndrome', 17), ('management', 17), ('lupus', 15), ('cancer', 15), ('metaanalysis', 15), ('cyprus', 14), ('cognition', 14), ('sclerosis', 14), ('polymorphism', 14), ('position', 14), ('society', 14), ('quality', 13), ('clinic', 13), ('health', 13), ('function', 13), ('review', 13), ('cardiology', 13), ('intervention', 12), ('population', 12)];[(('failure', 'NN'), 56), (('patients', 'NNS'), 54), (('heart', 'NN'), 53), (('study', 'NN'), 40), (('association', 'NN'), 34), (('risk', 'NN'), 25), (('european', 'JJ'), 24), (('disease', 'NN'), 20), (('management', 'NN'), 17), (('metaanalysis', 'NN'), 15), (('cancer', 'NN'), 14), (('cognitive', 'JJ'), 14), (('sclerosis', 'NN'), 14), (('position', 'NN'), 14), (('society', 'NN'), 14), (('clinical', 'JJ'), 13), (('health', 'NN'), 13), (('function', 'NN'), 13), (('review', 'NN'), 13), (('lupus', 'NN'), 13), (('cardiology', 'NN'), 13), (('syndrome', 'NN'), 12), (('multiple', 'JJ'), 12), (('systemic', 'JJ'), 11), (('population', 'NN'), 11), (('cohort', 'NN'), 11), (('greece', 'NN'), 10), (('intervention', 'NN'), 10), (('quality', 'NN'), 10), (('effect', 'NN'), 10)]
60268246;[('de', 3), ('la', 2), ('miniartextil', 2), ('proposte', 2), ('citizen', 1), ('medium', 1), ('lieux', 1), ('sociaux', 1), ('et', 1), ('transmission', 1), ('connaissance', 1), ('trade', 1), ('fair', 1), ('producer', 1), ('decorative', 1), ('curtain', 1), ('fabric', 1), ('feria', 1), ('los', 1), ('productores', 1), ('tejidos', 1), ('para', 1), ('decoracion', 1), ('el', 1), ('cortinaje', 1)];[(('de', 'IN'), 2), (('la', 'FW'), 2), (('miniartextil', 'NN'), 2), (('citizen', 'JJ'), 1), (('media', 'NNS'), 1), (('lieux', 'VBP'), 1), (('sociaux', 'JJ'), 1), (('et', 'JJ'), 1), (('transmission', 'NN'), 1), (('connaissance', 'NN'), 1), (('proposte', 'NN'), 1), (('trade', 'NN'), 1), (('fair', 'NN'), 1), (('producers', 'NNS'), 1), (('decorative', 'VBP'), 1), (('curtain', 'NN'), 1), (('fabrics', 'NNS'), 1), (('proposte', 'VBP'), 1), (('feria', 'NN'), 1), (('los', 'FW'), 1), (('productores', 'NNS'), 1), (('de', 'FW'), 1), (('tejidos', 'FW'), 1), (('para', 'NN'), 1), (('decoracion', 'NN'), 1), (('el', 'FW'), 1), (('cortinaje', 'NN'), 1)]
